Unnamed: 0,image_path,emotion,intensity,transition
0,anger/image0000006.jpg,surprise,0.8731421290934949,fast_crossfade
1,anger/image0000060.jpg,anger,0.852310783,quick_zoom_out
2,anger/image0000061.jpg,anger,0.800956847,quick_zoom_out
3,anger/image0000066.jpg,disgust,0.8430792768021197,slide_left
4,anger/image0000106.jpg,anger,0.8491084661862777,quick_zoom_out
5,anger/image0000132.jpg,anger,0.8194483454798387,quick_zoom_out
6,anger/image0000138.jpg,anger,0.8520518574751808,quick_zoom_out
7,anger/image0000182.jpg,anger,0.8414882854744647,quick_zoom_out
8,anger/image0000195.jpg,anger,0.8231325554226703,quick_zoom_out
9,anger/image0000213.jpg,anger,0.8724308397570707,quick_zoom_out
10,anger/image0000228.jpg,anger,0.8122761639871947,quick_zoom_out
11,anger/image0000294.jpg,anger,0.8391113879323415,quick_zoom_out
12,anger/image0000333.jpg,anger,0.7536217387529814,quick_zoom_out
13,anger/image0000343.jpg,disgust,0.8703511856366929,slide_left
14,anger/image0000346.jpg,fear,0.8571789295428658,fast_zoom_out
15,anger/image0000356.jpg,sad,0.8218456022564528,fade_out
16,anger/image0000368.jpg,disgust,0.8260487408813072,slide_left
17,anger/image0000374.jpg,disgust,0.8307078392851691,slide_left
18,anger/image0000390.jpg,anger,0.8023954750702706,quick_zoom_out
19,anger/image0000399.jpg,anger,0.7844882099304229,quick_zoom_out
20,anger/image0000407.jpg,anger,0.84724302,quick_zoom_out
21,anger/image0000415.jpg,anger,0.7360272419661058,quick_zoom_out
22,anger/image0000416.jpg,anger,0.896066276,quick_zoom_out
23,anger/image0000441.jpg,sad,0.7928996288166676,fade_out
24,anger/image0000450.jpg,anger,0.7732496988962118,quick_zoom_out
25,anger/image0000470.jpg,surprise,0.8255568995050376,fast_crossfade
26,anger/image0000511.jpg,anger,0.7896748553681358,quick_zoom_out
27,anger/image0000513.jpg,anger,0.7908538607156258,quick_zoom_out
28,anger/image0000593.jpg,anger,0.7958770100788126,quick_zoom_out
29,anger/image0000602.jpg,anger,0.8442329868334137,quick_zoom_out
30,anger/image0000690.jpg,sad,0.8537979787692912,fade_out
31,anger/image0000697.jpg,disgust,0.7897153908718793,slide_left
32,anger/image0000722.jpg,surprise,0.7125039995777563,fast_crossfade
33,anger/image0000723.jpg,anger,0.7499107651584357,quick_zoom_out
34,anger/image0000758.jpg,anger,0.8115496891718968,quick_zoom_out
35,anger/image0000776.jpg,anger,0.7191419677617045,quick_zoom_out
36,anger/image0000908.jpg,anger,0.763828101,quick_zoom_out
37,anger/image0000923.jpg,disgust,0.7629544413637663,slide_left
38,anger/image0000932.jpg,anger,0.8476730489701948,quick_zoom_out
39,anger/image0000949.jpg,anger,0.7985818555028823,quick_zoom_out
40,anger/image0000963.jpg,anger,0.7932366750358332,quick_zoom_out
41,anger/image0000965.jpg,anger,0.8771937422265705,quick_zoom_out
42,anger/image0000972.jpg,anger,0.7781220459279947,quick_zoom_out
43,anger/image0000996.jpg,sad,0.7939921582791681,fade_out
44,anger/image0001015.jpg,disgust,0.7153702537940787,slide_left
45,anger/image0001021.jpg,anger,0.8248463847646784,quick_zoom_out
46,anger/image0001061.jpg,anger,0.809063703,quick_zoom_out
47,anger/image0001062.jpg,anger,0.8256761193251171,quick_zoom_out
48,anger/image0001063.jpg,fear,0.8336841540008251,fast_zoom_out
49,anger/image0001066.jpg,anger,0.8994690885656528,quick_zoom_out
50,anger/image0001086.jpg,anger,0.8333730095057175,quick_zoom_out
51,anger/image0001113.jpg,anger,0.8733009856946506,quick_zoom_out
52,anger/image0001120.jpg,anger,0.8700022201657778,quick_zoom_out
53,anger/image0001152.jpg,anger,0.8807410104989579,quick_zoom_out
54,anger/image0001161.jpg,anger,0.8317483787895507,quick_zoom_out
55,anger/image0001241.jpg,anger,0.8514328973856861,quick_zoom_out
56,anger/image0001244.jpg,anger,0.8045184782593185,quick_zoom_out
57,anger/image0001258.jpg,anger,0.8006804554086124,quick_zoom_out
58,anger/image0001283.jpg,sad,0.7370122093626421,fade_out
59,anger/image0001296.jpg,anger,0.8199635450088529,quick_zoom_out
60,anger/image0001305.jpg,anger,0.8852957701257068,quick_zoom_out
61,anger/image0001314.jpg,anger,0.8825045191840863,quick_zoom_out
62,anger/image0001322.jpg,contempt,0.8314046570015194,fast_washout
63,anger/image0001341.jpg,anger,0.8643037095291287,quick_zoom_out
